question,cypher,type,database,explanation,syntax_error,timeout,returns_results,no_cypher
Which 5 categories contain products that are all actively being supplied (none discontinued)?,"MATCH (c:Category)<-[:PART_OF]-(p:Product)
WHERE p.discontinued = false
WITH c, COUNT(p) AS totalProducts
MATCH (c)<-[:PART_OF]-(p:Product)
WITH c, totalProducts, COUNT(p) AS activeProducts
WHERE totalProducts = activeProducts
RETURN c.categoryName
LIMIT 5",Verbose query,northwind,"This Cypher query retrieves the names of 5 categories that contain products that are all actively being supplied (none discontinued). Here's a step-by-step explanation:

1. The first `MATCH` clause finds all categories and their associated products.
2. The `WHERE` clause filters out discontinued products.
3. The `WITH` clause groups the results by category and counts the total number of products per category.
4. The second `MATCH` clause re-matches the categories and their products to count the total number of products again.
5. The second `WITH` clause compares the total number of products to the number of active (non-discontinued) products.
6. The `WHERE` clause ensures that only categories where all products are active are considered.
7. The `RETURN` clause returns the names of these categories, limited to 5 results.

This ensures that only categories with all products actively being supplied are returned.",False,False,True,False
Identify the top 5 products with the lowest reorder level.,"MATCH (p:Product)
RETURN p.productName, p.reorderLevel
ORDER BY p.reorderLevel ASC
LIMIT 5",Verbose query,northwind,"This Cypher query retrieves the top 5 products with the lowest reorder level. Here's how it works:
1. `MATCH (p:Product)`: This part of the query matches all nodes with the label `Product`.
2. `RETURN p.productName, p.reorderLevel`: This specifies that we want to return the `productName` and `reorderLevel` properties of the matched `Product` nodes.
3. `ORDER BY p.reorderLevel ASC`: This orders the results by the `reorderLevel` property in ascending order, so the products with the lowest reorder levels come first.
4. `LIMIT 5`: This limits the results to the top 5 products.",False,False,True,False
What are the first 5 products with a unit price greater than 50 supplied by 'Exotic Liquids'?,"MATCH (s:Supplier {companyName: ""Exotic Liquids""})-[:SUPPLIES]->(p:Product)
WHERE p.unitPrice > 50
RETURN p.productName, p.unitPrice
ORDER BY p.unitPrice DESC
LIMIT 5",Verbose query,northwind,"This Cypher query retrieves the first 5 products with a unit price greater than 50 that are supplied by the supplier ""Exotic Liquids"". Here's a step-by-step breakdown of the query:

1. `MATCH (s:Supplier {companyName: ""Exotic Liquids""})-[:SUPPLIES]->(p:Product)`: This part of the query matches the `Supplier` node with the `companyName` ""Exotic Liquids"" and finds the `Product` nodes that this supplier supplies through the `SUPPLIES` relationship.

2. `WHERE p.unitPrice > 50`: This clause filters the products to include only those with a `unitPrice` greater than 50.

3. `RETURN p.productName, p.unitPrice`: This clause specifies that the query should return the `productName` and `unitPrice` of the matching products.

4. `ORDER BY p.unitPrice DESC`: This clause orders the results by `unitPrice` in descending order.

5. `LIMIT 5`: This clause limits the results to the first 5 products.

By following these steps, the query ensures that it retrieves the desired information about the products supplied by ""Exotic Liquids"" with a unit price greater than 50.",False,False,False,False
Identify the 3 most frequent ship countries for orders from 'Alfreds Futterkiste'.,"MATCH (c:Customer {companyName: 'Alfreds Futterkiste'})-[:PURCHASED]->(o:Order)
RETURN o.shipCountry AS shipCountry, COUNT(o) AS orderCount
ORDER BY orderCount DESC
LIMIT 3",Verbose query,northwind,"This Cypher query retrieves the 3 most frequent ship countries for orders placed by the customer 'Alfreds Futterkiste'. Here's how it works:
1. The `MATCH` clause finds the `Customer` node with the `companyName` 'Alfreds Futterkiste' and matches it to the `Order` nodes through the `PURCHASED` relationship.
2. The `RETURN` clause returns the `shipCountry` property of the `Order` nodes and counts the number of orders for each ship country.
3. The `ORDER BY` clause sorts the results by the count of orders in descending order.
4. The `LIMIT` clause restricts the results to the top 3 ship countries.",False,False,True,False
Which 5 customers have the most discontinued products ordered?,"MATCH (c:Customer)-[:PURCHASED]->(o:Order)-[:ORDERS]->(p:Product)
WHERE p.discontinued = true
RETURN c.companyName AS customer, COUNT(p) AS discontinuedProductsOrdered
ORDER BY discontinuedProductsOrdered DESC
LIMIT 5",Verbose query,northwind,"This Cypher query retrieves the top 5 customers who have ordered the most discontinued products. Here's how it works:

1. **MATCH (c:Customer)-[:PURCHASED]->(o:Order)-[:ORDERS]->(p:Product)**: This part of the query matches the pattern where a customer has purchased an order, and that order includes a product.
2. **WHERE p.discontinued = true**: This filters the products to only include those that are discontinued.
3. **RETURN c.companyName AS customer, COUNT(p) AS discontinuedProductsOrdered**: This returns the company name of the customer and the count of discontinued products they have ordered.
4. **ORDER BY discontinuedProductsOrdered DESC**: This orders the results by the count of discontinued products in descending order.
5. **LIMIT 5**: This limits the results to the top 5 customers.

By following these steps, the query identifies and ranks customers based on the number of discontinued products they have ordered.",False,False,True,False
List the top 3 products with the highest discount given in any order.,"MATCH (o:Order)-[ord:ORDERS]->(p:Product)
WITH p.productName AS productName, ord.discount AS discount
ORDER BY discount DESC
LIMIT 3
RETURN productName, discount",Verbose query,northwind,"This Cypher query retrieves the top 3 products with the highest discount given in any order. Here's how it works:

1. `MATCH (o:Order)-[ord:ORDERS]->(p:Product)`: This part of the query matches the `Order` nodes and their `ORDERS` relationships to `Product` nodes.
2. `WITH p.productName AS productName, ord.discount AS discount`: This clause collects the product names and their associated discounts.
3. `ORDER BY discount DESC`: This orders the results by the discount in descending order, so the highest discounts come first.
4. `LIMIT 3`: This limits the results to the top 3 products.
5. `RETURN productName, discount`: This returns the product names and their discounts.

By following these steps, the query identifies and lists the top 3 products with the highest discounts.",False,False,True,False
Which products from 'Exotic Liquids' are part of the 'Beverages' category and have a unit price less than 20?,"MATCH (s:Supplier {companyName: 'Exotic Liquids'})-[:SUPPLIES]->(p:Product)-[:PART_OF]->(c:Category {categoryName: 'Beverages'})
WHERE p.unitPrice < 20
RETURN p.productName, p.unitPrice",Complex Aggregation Queries,northwind,"This Cypher query retrieves the names and unit prices of products that meet the following criteria:
1. The supplier is 'Exotic Liquids'.
2. The product is part of the 'Beverages' category.
3. The unit price of the product is less than 20.

The query starts by matching the `Supplier` node with the `companyName` 'Exotic Liquids'. It then traverses the `SUPPLIES` relationship to find the `Product` nodes supplied by 'Exotic Liquids'. Next, it matches the `Product` nodes that are part of the 'Beverages' category by traversing the `PART_OF` relationship to the `Category` node with the `categoryName` 'Beverages'. Finally, it filters the products to include only those with a `unitPrice` less than 20 and returns the `productName` and `unitPrice` of these products.",False,False,True,False
List the top 5 products with the highest total sales quantity.,"MATCH (p:Product)<-[:ORDERS]-(o:Order)
WITH p, SUM(o.quantity) AS totalSalesQuantity
ORDER BY totalSalesQuantity DESC
LIMIT 5
RETURN p.productName, totalSalesQuantity",Verbose query,northwind,"This Cypher query retrieves the top 5 products with the highest total sales quantity. Here's how it works:

1. `MATCH (p:Product)<-[:ORDERS]-(o:Order)`: This pattern matches all `Product` nodes and their associated `Order` nodes through the `ORDERS` relationship.

2. `WITH p, SUM(o.quantity) AS totalSalesQuantity`: This clause groups the results by each product and calculates the total sales quantity for each product by summing the `quantity` property of the `ORDERS` relationships.

3. `ORDER BY totalSalesQuantity DESC`: This clause orders the products by their total sales quantity in descending order.

4. `LIMIT 5`: This clause limits the results to the top 5 products.

5. `RETURN p.productName, totalSalesQuantity`: This clause returns the product names and their corresponding total sales quantities.",False,False,True,False
Which 3 categories have the most products with a reorder level above 15?,"MATCH (p:Product)-[:PART_OF]->(c:Category)
WHERE p.reorderLevel > 15
RETURN c.categoryName, COUNT(p) AS productCount
ORDER BY productCount DESC
LIMIT 3",Verbose query,northwind,"This Cypher query retrieves the top 3 categories that have the most products with a reorder level above 15. Here's how it works:
1. `MATCH (p:Product)-[:PART_OF]->(c:Category)`: This part of the query matches all products and their associated categories.
2. `WHERE p.reorderLevel > 15`: This filters the products to only include those with a reorder level greater than 15.
3. `RETURN c.categoryName, COUNT(p) AS productCount`: This returns the category names and the count of products in each category that meet the reorder level condition.
4. `ORDER BY productCount DESC`: This orders the results by the product count in descending order.
5. `LIMIT 3`: This limits the results to the top 3 categories.",False,False,True,False
Identify the 5 suppliers with the highest average unit price of products supplied.,"MATCH (s:Supplier)-[:SUPPLIES]->(p:Product)
WITH s, avg(p.unitPrice) AS avgUnitPrice
ORDER BY avgUnitPrice DESC
LIMIT 5
RETURN s.companyName AS Supplier, avgUnitPrice AS AverageUnitPrice",Verbose query,northwind,"This Cypher query retrieves the 5 suppliers with the highest average unit price of products they supply. Here's how it works:

1. `MATCH (s:Supplier)-[:SUPPLIES]->(p:Product)`: This part of the query matches all suppliers and the products they supply.
2. `WITH s, avg(p.unitPrice) AS avgUnitPrice`: This clause calculates the average unit price of products for each supplier.
3. `ORDER BY avgUnitPrice DESC`: This orders the suppliers by their average unit price in descending order.
4. `LIMIT 5`: This limits the result to the top 5 suppliers.
5. `RETURN s.companyName AS Supplier, avgUnitPrice AS AverageUnitPrice`: This returns the company name of the supplier and their average unit price.

The query effectively identifies the top 5 suppliers based on the average unit price of the products they supply.",False,False,True,False
What are the first 3 orders that were shipped to 'Reims'?,"MATCH (o:Order)
WHERE o.shipCity = 'Reims'
RETURN o.orderID, o.shipName, o.shipAddress, o.shipCity, o.shipPostalCode, o.shipCountry, o.shippedDate
ORDER BY o.shippedDate
LIMIT 3",Verbose query,northwind,"This Cypher query retrieves the first 3 orders that were shipped to the city 'Reims'. Here's how it works:
1. `MATCH (o:Order)`: This part of the query matches all nodes with the label `Order`.
2. `WHERE o.shipCity = 'Reims'`: This filters the orders to only include those where the `shipCity` property is 'Reims'.
3. `RETURN o.orderID, o.shipName, o.shipAddress, o.shipCity, o.shipPostalCode, o.shipCountry, o.shippedDate`: This specifies the properties of the orders to be returned.
4. `ORDER BY o.shippedDate`: This orders the results by the `shippedDate` property.
5. `LIMIT 3`: This limits the results to the first 3 orders.

The query will return the order ID, ship name, ship address, ship city, ship postal code, ship country, and shipped date for the first 3 orders shipped to 'Reims'.",False,False,True,False
List the top 5 most recently added products to the database.,"MATCH (p:Product)
RETURN p.productName, p.productID, p.unitPrice, p.unitsInStock, p.unitsOnOrder, p.reorderLevel, p.discontinued, p.categoryID, p.supplierID, p.quantityPerUnit
ORDER BY p.productID DESC
LIMIT 5",Verbose query,northwind,"This Cypher query retrieves the top 5 most recently added products to the database. The assumption here is that the `productID` is assigned in an increasing order as new products are added, so sorting by `productID` in descending order (`ORDER BY p.productID DESC`) will give us the most recently added products. The `LIMIT 5` clause ensures that only the top 5 products are returned. The `RETURN` clause specifies the properties of the products that we want to retrieve.",False,False,True,False
Which 3 products from 'Exotic Liquids' have been ordered the most in terms of quantity?,"MATCH (s:Supplier {companyName: 'Exotic Liquids'})-[:SUPPLIES]->(p:Product)<-[:ORDERS]-(o:Order)
RETURN p.productName, SUM(o.quantity) AS totalQuantity
ORDER BY totalQuantity DESC
LIMIT 3",Verbose query,northwind,"This Cypher query retrieves the top 3 products supplied by 'Exotic Liquids' that have been ordered the most in terms of quantity. Here's a step-by-step breakdown of the query:

1. `MATCH (s:Supplier {companyName: 'Exotic Liquids'})-[:SUPPLIES]->(p:Product)<-[:ORDERS]-(o:Order)`: This part of the query matches the supplier node with the company name 'Exotic Liquids' and finds the products they supply. It then matches the orders that include these products.

2. `RETURN p.productName, SUM(o.quantity) AS totalQuantity`: This part of the query returns the product names and the total quantity ordered for each product. The `SUM(o.quantity)` function calculates the total quantity ordered for each product.

3. `ORDER BY totalQuantity DESC`: This part of the query orders the results by the total quantity in descending order, so the products with the highest quantities come first.

4. `LIMIT 3`: This part of the query limits the results to the top 3 products.

By following these steps, the query effectively identifies the top 3 products from 'Exotic Liquids' that have been ordered the most in terms of quantity.",False,False,True,False
What are the 3 most frequently supplied products by 'Exotic Liquids'?,"MATCH (s:Supplier {companyName: 'Exotic Liquids'})-[:SUPPLIES]->(p:Product)
RETURN p.productName, COUNT(p) AS supplyCount
ORDER BY supplyCount DESC
LIMIT 3",Verbose query,northwind,"This Cypher query retrieves the 3 most frequently supplied products by the supplier 'Exotic Liquids'. Here's how it works:
1. The `MATCH` clause finds the supplier node with the `companyName` 'Exotic Liquids' and matches it to the products it supplies via the `SUPPLIES` relationship.
2. The `RETURN` clause returns the product names and the count of how many times each product is supplied.
3. The `ORDER BY` clause sorts the results by the supply count in descending order.
4. The `LIMIT` clause restricts the results to the top 3 products.",False,False,True,False
What are the first 3 products in the 'Produce' category with the lowest unit price?,"MATCH (p:Product)-[:PART_OF]->(c:Category {categoryName: 'Produce'})
RETURN p.productName, p.unitPrice
ORDER BY p.unitPrice ASC
LIMIT 3",Verbose query,northwind,"This Cypher query retrieves the first 3 products in the 'Produce' category with the lowest unit price. Here's how it works:
1. The `MATCH` clause finds all `Product` nodes that are connected to a `Category` node with the `categoryName` 'Produce' via the `PART_OF` relationship.
2. The `RETURN` clause specifies that we want to return the `productName` and `unitPrice` properties of these `Product` nodes.
3. The `ORDER BY` clause sorts the results by `unitPrice` in ascending order.
4. The `LIMIT` clause restricts the results to the first 3 products.",False,False,True,False
Which 3 suppliers have the most diverse range of product categories supplied?,"MATCH (s:Supplier)-[:SUPPLIES]->(p:Product)-[:PART_OF]->(c:Category)
WITH s, collect(DISTINCT c.categoryID) AS categories
RETURN s.companyName, size(categories) AS categoryCount
ORDER BY categoryCount DESC
LIMIT 3",Verbose query,northwind,"This Cypher query retrieves the top 3 suppliers that supply the most diverse range of product categories. Here's how it works:

1. The `MATCH` clause finds all suppliers (`s`) that supply products (`p`), which are part of categories (`c`).
2. The `WITH` clause collects distinct category IDs for each supplier and groups them.
3. The `RETURN` clause returns the supplier's company name and the count of distinct categories they supply.
4. The `ORDER BY` clause sorts the results by the count of categories in descending order.
5. The `LIMIT 3` clause restricts the results to the top 3 suppliers.

This query effectively identifies the suppliers with the most diverse range of product categories.",False,False,True,False
Identify the 5 most recently shipped orders.,"MATCH (o:Order)
WHERE o.shippedDate IS NOT NULL
RETURN o.orderID, o.shippedDate
ORDER BY o.shippedDate DESC
LIMIT 5",Verbose query,northwind,"This Cypher query retrieves the 5 most recently shipped orders. Here's how it works:
1. `MATCH (o:Order)`: This part of the query matches all nodes with the label `Order`.
2. `WHERE o.shippedDate IS NOT NULL`: This filters the orders to include only those that have a `shippedDate` (i.e., the order has been shipped).
3. `RETURN o.orderID, o.shippedDate`: This specifies that the query should return the `orderID` and `shippedDate` of the matched orders.
4. `ORDER BY o.shippedDate DESC`: This orders the results by the `shippedDate` in descending order, so the most recent dates come first.
5. `LIMIT 5`: This limits the results to the top 5 entries, giving us the 5 most recently shipped orders.",False,False,True,False
What are the first 3 customers who have ordered the product with productID '1'?,"MATCH (p:Product {productID: '1'})<-[:ORDERS]-(o:Order)<-[:PURCHASED]-(c:Customer)
RETURN c.customerID, c.companyName, c.contactName
LIMIT 3",Verbose query,northwind,"This Cypher query retrieves the first 3 customers who have ordered the product with `productID` '1'. Here's how it works:
1. The `MATCH` clause finds the `Product` node with `productID` '1'.
2. It then traverses the `ORDERS` relationship to find the `Order` nodes associated with this product.
3. From these `Order` nodes, it traverses the `PURCHASED` relationship to find the `Customer` nodes who made these orders.
4. The `RETURN` clause specifies that we want to retrieve the `customerID`, `companyName`, and `contactName` of these customers.
5. The `LIMIT 3` clause ensures that only the first 3 customers are returned.",False,False,True,False
List the top 3 suppliers with the most products in the 'Beverages' category.,"MATCH (s:Supplier)-[:SUPPLIES]->(p:Product)-[:PART_OF]->(c:Category {categoryName: 'Beverages'})
WITH s, count(p) as productCount
ORDER BY productCount DESC
LIMIT 3
RETURN s.companyName AS supplierName, productCount",Verbose query,northwind,"1. The query starts by matching the `Supplier` nodes (`s`) that supply `Product` nodes (`p`).
2. It then ensures that these products are part of the `Category` node (`c`) with the `categoryName` property set to 'Beverages'.
3. The `WITH` clause is used to aggregate the count of products supplied by each supplier.
4. The results are ordered by the product count in descending order.
5. The `LIMIT 3` clause ensures that only the top 3 suppliers are returned.
6. Finally, the query returns the supplier names and their respective product counts.",False,False,True,False
Which 5 products have been reordered the most times?,"MATCH (p:Product)
RETURN p.productName, p.unitsOnOrder
ORDER BY p.unitsOnOrder DESC
LIMIT 5",Verbose query,northwind,"This Cypher query retrieves the 5 products that have been reordered the most times. Here's how it works:
1. `MATCH (p:Product)`: This part of the query matches all nodes with the label `Product`.
2. `RETURN p.productName, p.unitsOnOrder`: This part returns the `productName` and `unitsOnOrder` properties of the matched `Product` nodes.
3. `ORDER BY p.unitsOnOrder DESC`: This orders the results by the `unitsOnOrder` property in descending order, so the products with the highest reorder counts come first.
4. `LIMIT 5`: This limits the results to the top 5 products.",False,False,True,False
Identify the 3 most common ship addresses for orders.,"MATCH (o:Order)
WITH o.shipAddress AS address, COUNT(o) AS orderCount
ORDER BY orderCount DESC
LIMIT 3
RETURN address, orderCount",Verbose query,northwind,"This Cypher query retrieves the 3 most common ship addresses for orders. Here's how it works:
1. `MATCH (o:Order)`: This matches all nodes labeled as `Order`.
2. `WITH o.shipAddress AS address, COUNT(o) AS orderCount`: This groups the orders by their `shipAddress` and counts the number of orders for each address.
3. `ORDER BY orderCount DESC`: This orders the results by the count of orders in descending order.
4. `LIMIT 3`: This limits the results to the top 3 addresses.
5. `RETURN address, orderCount`: This returns the ship addresses and their corresponding order counts.",False,False,True,False
What are the first 5 products from the 'Condiments' category with the most units in stock?,"MATCH (p:Product)-[:PART_OF]->(c:Category {categoryName: 'Condiments'})
RETURN p.productName, p.unitsInStock
ORDER BY p.unitsInStock DESC
LIMIT 5",Verbose query,northwind,"This Cypher query retrieves the first 5 products from the 'Condiments' category with the most units in stock. Here's how it works:
1. The `MATCH` clause finds all `Product` nodes that are connected to a `Category` node with the `categoryName` 'Condiments' via the `PART_OF` relationship.
2. The `RETURN` clause specifies that we want to return the `productName` and `unitsInStock` properties of these `Product` nodes.
3. The `ORDER BY` clause sorts the results by the `unitsInStock` property in descending order, so the products with the most units in stock come first.
4. The `LIMIT 5` clause restricts the results to the top 5 products.",False,False,True,False
List the top 5 orders with the highest quantity of a single product.,"MATCH (o:Order)-[r:ORDERS]->(p:Product)
RETURN o.orderID AS orderID, p.productName AS productName, r.quantity AS quantity
ORDER BY r.quantity DESC
LIMIT 5",Verbose query,northwind,"This Cypher query retrieves the top 5 orders with the highest quantity of a single product. Here's how it works:
1. `MATCH (o:Order)-[r:ORDERS]->(p:Product)`: This part of the query matches the pattern where an `Order` node is connected to a `Product` node via the `ORDERS` relationship.
2. `RETURN o.orderID AS orderID, p.productName AS productName, r.quantity AS quantity`: This part returns the `orderID` of the order, the `productName` of the product, and the `quantity` of the product in that order.
3. `ORDER BY r.quantity DESC`: This sorts the results by the `quantity` in descending order, so the highest quantities come first.
4. `LIMIT 5`: This limits the results to the top 5 entries.",False,False,True,False
List the top 5 customers based on the total freight charges of their orders.,"MATCH (c:Customer)-[:PURCHASED]->(o:Order)
WITH c, SUM(toFloat(o.freight)) AS totalFreight
ORDER BY totalFreight DESC
LIMIT 5
RETURN c.companyName AS customerName, totalFreight",Verbose query,northwind,"This Cypher query retrieves the top 5 customers based on the total freight charges of their orders. Here's a step-by-step breakdown of how the query works:

1. `MATCH (c:Customer)-[:PURCHASED]->(o:Order)`: This part of the query matches all customers and their associated orders.

2. `WITH c, SUM(toFloat(o.freight)) AS totalFreight`: This clause calculates the total freight charges for each customer by summing up the `freight` property of their orders. The `toFloat` function is used to ensure that the `freight` values are treated as floating-point numbers.

3. `ORDER BY totalFreight DESC`: This clause orders the customers by their total freight charges in descending order, so the customers with the highest freight charges come first.

4. `LIMIT 5`: This clause limits the result to the top 5 customers.

5. `RETURN c.companyName AS customerName, totalFreight`: Finally, this clause returns the company names of the top 5 customers along with their total freight charges.",False,False,True,False
Identify the 5 customers who have ordered the most distinct categories of products.,"MATCH (c:Customer)-[:PURCHASED]->(o:Order)-[:ORDERS]->(p:Product)-[:PART_OF]->(cat:Category)
WITH c, cat.categoryID AS categoryID
ORDER BY c.customerID, categoryID
WITH c, collect(DISTINCT categoryID) AS categories
RETURN c.customerID, c.companyName, size(categories) AS distinctCategories
ORDER BY distinctCategories DESC
LIMIT 5",Verbose query,northwind,"1. The query starts by matching the pattern of a customer who has purchased an order, which contains products that are part of a category.
2. It then collects the distinct category IDs for each customer.
3. The query returns the customer ID, company name, and the count of distinct categories they have ordered.
4. Finally, it orders the results by the number of distinct categories in descending order and limits the output to the top 5 customers.",False,False,True,False
Identify the 5 most common ship cities for orders.,"MATCH (o:Order)
WITH o.shipCity AS city, COUNT(o) AS orderCount
RETURN city
ORDER BY orderCount DESC
LIMIT 5",Verbose query,northwind,"This Cypher query retrieves the 5 most common ship cities for orders by following these steps:
1. It matches all nodes with the label `Order`.
2. It groups the orders by their `shipCity` property and counts the number of orders for each city.
3. It returns the city names, ordered by the count of orders in descending order.
4. It limits the result to the top 5 cities.",False,False,True,False
List the top 5 products that have been discontinued.,"MATCH (p:Product)
WHERE p.discontinued = true
RETURN p.productName, p.productID
ORDER BY p.productName
LIMIT 5",Verbose query,northwind,"This Cypher query retrieves the top 5 products that have been discontinued. Here's how it works:
1. `MATCH (p:Product)`: This part of the query matches all nodes with the label `Product`.
2. `WHERE p.discontinued = true`: This filters the products to only include those that have been discontinued.
3. `RETURN p.productName, p.productID`: This specifies that the query should return the `productName` and `productID` of the discontinued products.
4. `ORDER BY p.productName`: This orders the results by the product name.
5. `LIMIT 5`: This limits the results to the top 5 products.

The query will return the names and IDs of the top 5 discontinued products, ordered by their names.",False,False,True,False
Which suppliers have a contact title of 'Purchasing Manager' and supply products with a unit price above 50?,"MATCH (s:Supplier)-[:SUPPLIES]->(p:Product)
WHERE s.contactTitle = 'Purchasing Manager' AND p.unitPrice > 50
RETURN s.companyName AS SupplierName, p.productName AS ProductName, p.unitPrice AS UnitPrice",Complex Aggregation Queries,northwind,"This Cypher query retrieves the names of suppliers who have the contact title of 'Purchasing Manager' and supply products with a unit price above 50. 

1. The `MATCH` clause is used to find the `Supplier` nodes connected to `Product` nodes via the `SUPPLIES` relationship.
2. The `WHERE` clause filters the suppliers to those whose `contactTitle` is 'Purchasing Manager' and products whose `unitPrice` is greater than 50.
3. The `RETURN` clause specifies that the query should return the supplier's company name, the product name, and the unit price of the product.",False,False,False,False
"List all products that belong to the 'Desserts, candies, and sweet breads' category and have a reorder level above 15.","MATCH (p:Product)-[:PART_OF]->(c:Category)
WHERE c.description = 'Desserts, candies, and sweet breads' AND p.reorderLevel > 15
RETURN p.productName, p.reorderLevel",Complex Aggregation Queries,northwind,"This Cypher query starts by matching all `Product` nodes that are connected to `Category` nodes via the `PART_OF` relationship. It then filters these matches to only include products where the category's description is 'Desserts, candies, and sweet breads' and the product's reorder level is greater than 15. Finally, it returns the product names and their reorder levels.",False,False,True,False
What are the top 5 suppliers by number of different cities they supply to?,"MATCH (s:Supplier)-[:SUPPLIES]->(p:Product)<-[:ORDERS]-(o:Order)
WITH s, o.shipCity AS city
WHERE city IS NOT NULL
WITH s, COUNT(DISTINCT city) AS cityCount
RETURN s.companyName AS supplier, cityCount
ORDER BY cityCount DESC
LIMIT 5",Complex Aggregation Queries,northwind,"This Cypher query retrieves the top 5 suppliers based on the number of different cities they supply to. Here's a step-by-step breakdown of the query:

1. `MATCH (s:Supplier)-[:SUPPLIES]->(p:Product)<-[:ORDERS]-(o:Order)`: This pattern matches suppliers who supply products that are ordered in various orders.

2. `WITH s, o.shipCity AS city`: This clause collects the supplier and the shipping city for each order.

3. `WHERE city IS NOT NULL`: This filters out any orders where the shipping city is not specified.

4. `WITH s, COUNT(DISTINCT city) AS cityCount`: This clause counts the number of distinct cities each supplier ships to.

5. `RETURN s.companyName AS supplier, cityCount`: This returns the supplier's company name and the count of distinct cities.

6. `ORDER BY cityCount DESC`: This orders the results by the number of distinct cities in descending order.

7. `LIMIT 5`: This limits the results to the top 5 suppliers.",False,False,True,False
Show the first 3 products from the 'Dairy Products' category that have been discontinued.,"MATCH (p:Product)-[:PART_OF]->(c:Category {categoryName: 'Dairy Products'})
WHERE p.discontinued = true
RETURN p.productName, p.productID, p.unitPrice, p.unitsInStock
LIMIT 3",Complex Aggregation Queries,northwind,"This Cypher query retrieves the first 3 products that belong to the 'Dairy Products' category and have been discontinued. 

1. The `MATCH` clause finds products (`p:Product`) that are part of the 'Dairy Products' category by traversing the `[:PART_OF]` relationship to the `Category` node (`c:Category`) with the `categoryName` property set to 'Dairy Products'.
2. The `WHERE` clause filters these products to include only those that have been discontinued (`p.discontinued = true`).
3. The `RETURN` clause specifies the properties of the products to be returned: `productName`, `productID`, `unitPrice`, and `unitsInStock`.
4. The `LIMIT 3` clause restricts the result to the first 3 products that match the criteria.",False,False,False,False
Which suppliers provide products to more than one region?,"MATCH (s:Supplier)-[:SUPPLIES]->(p:Product)<-[:ORDERS]-(o:Order)
WHERE o.shipRegion IS NOT NULL
WITH s, COLLECT(DISTINCT o.shipRegion) AS regions
WHERE SIZE(regions) > 1
RETURN s.companyName AS Supplier, regions",Complex Aggregation Queries,northwind,"This Cypher query retrieves suppliers that provide products to more than one region. Here's how it works:

1. **MATCH Clause**: 
   - `(s:Supplier)-[:SUPPLIES]->(p:Product)<-[:ORDERS]-(o:Order)`: This pattern matches suppliers (`s`) that supply products (`p`), which are ordered in orders (`o`).

2. **WHERE Clause**:
   - `o.shipRegion IS NOT NULL`: This filters out orders that do not have a specified shipping region.

3. **WITH Clause**:
   - `s, COLLECT(DISTINCT o.shipRegion) AS regions`: This collects distinct shipping regions for each supplier.

4. **WHERE Clause**:
   - `SIZE(regions) > 1`: This filters suppliers that have products shipped to more than one region.

5. **RETURN Clause**:
   - `s.companyName AS Supplier, regions`: This returns the supplier's company name and the list of regions they supply to.

By following these steps, the query identifies suppliers that provide products to multiple regions.",False,False,True,False
List all products that have been ordered by 'Vins et alcools Chevalier'.,"MATCH (c:Customer)-[:PURCHASED]->(o:Order)-[:ORDERS]->(p:Product)
WHERE c.companyName = 'Vins et alcools Chevalier'
RETURN p.productName AS ProductName, p.productID AS ProductID",Complex Aggregation Queries,northwind,"This Cypher query retrieves all products that have been ordered by the customer 'Vins et alcools Chevalier'. The query starts by matching the `Customer` node with the company name 'Vins et alcools Chevalier'. It then traverses the `PURCHASED` relationship to find the associated `Order` nodes. From these `Order` nodes, it follows the `ORDERS` relationship to find the `Product` nodes. Finally, it returns the product names and product IDs of these products.",False,False,True,False
What are the top 3 most expensive products supplied by 'Exotic Liquids'?,"MATCH (s:Supplier {companyName: 'Exotic Liquids'})-[:SUPPLIES]->(p:Product)
RETURN p.productName, p.unitPrice
ORDER BY p.unitPrice DESC
LIMIT 3",Verbose query,northwind,"This Cypher query retrieves the top 3 most expensive products supplied by the supplier 'Exotic Liquids'. Here's how it works:
1. The `MATCH` clause finds the `Supplier` node with the `companyName` 'Exotic Liquids' and matches it to the `Product` nodes it supplies via the `SUPPLIES` relationship.
2. The `RETURN` clause specifies that we want to return the `productName` and `unitPrice` of these products.
3. The `ORDER BY` clause sorts the products by their `unitPrice` in descending order, so the most expensive products come first.
4. The `LIMIT 3` clause restricts the result to the top 3 products.",False,False,True,False
What are the top 5 categories by number of products supplied?,"MATCH (p:Product)-[:PART_OF]->(c:Category)
RETURN c.categoryName AS category, COUNT(p) AS productCount
ORDER BY productCount DESC
LIMIT 5",Complex Aggregation Queries,northwind,"This Cypher query retrieves the top 5 categories by the number of products supplied. Here's how it works:
1. `MATCH (p:Product)-[:PART_OF]->(c:Category)`: This part of the query matches all `Product` nodes and their associated `Category` nodes through the `PART_OF` relationship.
2. `RETURN c.categoryName AS category, COUNT(p) AS productCount`: This part returns the category name and the count of products in each category. The `COUNT(p)` function counts the number of `Product` nodes associated with each `Category`.
3. `ORDER BY productCount DESC`: This orders the results by the product count in descending order, so the categories with the most products appear first.
4. `LIMIT 5`: This limits the results to the top 5 categories.",False,False,True,False
